Calendar Year,ACARA SML ID,Location AGE ID,School AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
2022,42889,55116,15116,Vincentia Public School,Vincentia,NSW,2540,Government,Primary,School Single Entity,Individual Reporting,http://www.vincentia-p.schools.nsw.edu.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,1021,56,25,28,26,21,17,20.3,2,2.9,281,155,126,281,9,8,92,0
2022,42890,54670,14670,Mount Terry Public School,Albion Park,NSW,2527,Government,Primary,School Single Entity,Individual Reporting,https://mtterry-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Major Cities,980,38,39,35,19,7,33,38.2,10,7.3,656,332,324,656,9,8,92,0
2022,42891,54741,14741,Broulee Public School,Broulee,NSW,2537,Government,Primary,School Single Entity,Individual Reporting,https://broulee-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,1015,53,26,29,25,20,15,20.1,2,2.9,291,128,163,291,7,5,95,0
2022,42892,55394,15394,North Nowra Public School,North Nowra,NSW,2541,Government,Primary,School Single Entity,Individual Reporting,https://northnowra-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,901,11,54,29,14,4,13,16.3,4,5.4,190,107,83,190,33,4,96,0
2022,42893,56626,16626,Callala Public School,Callala Bay,NSW,2540,Government,Primary,School Single Entity,Individual Reporting,https://callala-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,974,35,40,30,20,11,10,11.3,4,2.1,149,58,91,149,12,5,95,0
2022,42894,57211,17211,Jerrabomberra Public School,Jerrabomberra,NSW,2619,Government,Primary,School Single Entity,Individual Reporting,https://jerra-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Major Cities,1102,85,5,20,33,42,42,49.9,8,6.9,932,459,473,932,3,19,81,0
2022,42895,64011,24011,Shell Cove Public School,Shell Cove,NSW,2529,Government,Primary,School Single Entity,Individual Reporting,https://shellcove-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Major Cities,1050,69,17,28,31,25,22,25.8,8,3.8,478,221,257,478,5,19,81,0
2022,42896,67585,27585,Tullimbar Public School,Tullimbar,NSW,2527,Government,Primary,School Single Entity,Individual Reporting,http://www.tullimbar-p.schools.nsw.edu.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Major Cities,1006,49,26,39,24,10,21,28.5,8,7.1,456,209,247,456,6,9,91,0
2022,42897,57882,17882,Highlands School,Mittagong,NSW,2575,Government,Special,School Single Entity,Individual Reporting,https://highlands-s.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,U,Inner Regional,851,5,82,15,3,0,7,8.9,8,9,29,6,23,29,28,0,100,0
2022,42898,56285,16285,The Crescent School,Goulburn,NSW,2580,Government,Special,School Single Entity,Individual Reporting,https://crescent-s.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,U,Inner Regional,910,13,59,21,12,8,15,21.2,14,17,94,27,67,94,20,9,91,0
2022,42899,56258,16258,Para Meadows School,North Wollongong,NSW,2500,Government,Special,School Single Entity,Individual Reporting,https://parameadow-s.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,U,Major Cities,955,27,45,23,21,10,20,24.6,18,21,109,27,82,109,14,27,73,0
2022,42900,56261,16261,Peterborough School,Warilla,NSW,2528,Government,Special,School Single Entity,Individual Reporting,https://peterboro-s.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,U,Major Cities,959,28,44,35,16,6,19,22.5,19,19.8,113,31,82,113,12,17,83,0
2022,42901,56284,16284,Tangara School,Mittagong,NSW,2575,Government,Special,School Single Entity,Individual Reporting,https://tangara-s.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,U,Inner Regional,957,27,41,28,16,16,7,8.9,10,9.4,36,7,29,36,22,6,94,0
2022,42902,56169,16169,Havenlee School,North Nowra,NSW,2541,Government,Special,School Single Entity,Individual Reporting,http://www.havenlee-s.schools.nsw.edu.au,Department of Education NSW,https://education.nsw.gov.au/,U,Inner Regional,851,5,70,20,7,3,10,11.4,10,12.5,60,17,43,60,37,4,96,0
2022,42903,56181,16181,Budawang School,Ulladulla,NSW,2539,Government,Special,School Single Entity,Individual Reporting,https://budawang-s.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,U,Inner Regional,928,17,59,20,12,8,6,6.9,8,6.6,32,5,27,32,16,6,94,0
2022,42904,50239,10239,Bowral High School,Bowral,NSW,2576,Government,Secondary,School Single Entity,Individual Reporting,https://bowral-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,968,32,44,33,18,5,57,62.4,18,16.5,705,320,385,704.4,7,12,88,0
2022,42905,50255,10255,Goulburn High School,Goulburn,NSW,2580,Government,Secondary,School Single Entity,Individual Reporting,https://goulburn-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,947,24,51,31,12,6,46,55.5,16,16.9,596,297,299,595.6,10,7,93,0
2022,42906,50004,10004,Wollongong High School of the Performing Arts,Fairy Meadow,NSW,2519,Government,Secondary,School Single Entity,Individual Reporting,https://www.millenniumschools.net.au/whspa/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,1060,72,15,24,30,31,81,83.7,17,18.4,1125,759,366,1125,5,25,75,0
2022,42907,50182,10182,Bega High School,Bega,NSW,2550,Government,Secondary,School Single Entity,Individual Reporting,https://bega-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Outer Regional,970,33,43,27,17,13,62,67.8,23,21.7,676,356,320,676,10,7,93,0
2022,42908,50047,10047,Kiama High School,Kiama,NSW,2533,Government,Secondary,School Single Entity,Individual Reporting,https://kiama-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,1027,59,23,31,28,18,64,67.3,15,15.4,885,432,453,883.8,6,7,93,0
2022,42909,46434,6434,Corrimal High School,Corrimal,NSW,2518,Government,Secondary,School Single Entity,Individual Reporting,https://corrimal-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,920,15,57,26,12,4,46,49.8,18,14.8,426,225,201,425.8,16,22,78,0
2022,42910,50431,10431,Monaro High School,Cooma North,NSW,2630,Government,Secondary,School Single Entity,Individual Reporting,https://monaro-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,975,35,43,33,16,8,44,50.2,15,14.8,435,193,242,435,6,8,92,0
2022,42911,54945,14945,Nowra High School,Nowra,NSW,2541,Government,Secondary,School Single Entity,Individual Reporting,https://nowra-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,956,27,42,31,19,7,62,71,22,20,849,435,414,847,17,8,92,0
2022,42912,50035,10035,Dapto High School,Dapto,NSW,2530,Government,Secondary,School Single Entity,Individual Reporting,https://dapto-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,962,30,45,35,16,4,70,74.2,21,18.8,972,481,491,968.4,9,11,89,0
2022,42913,58289,18289,Illawarra Sports High School,Berkeley,NSW,2506,Government,Secondary,School Single Entity,Individual Reporting,https://illawaspor-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,922,16,56,28,12,3,68,73,21,18.4,840,362,478,838.2,16,27,73,0
2022,42914,50407,10407,Queanbeyan High School,Queanbeyan,NSW,2620,Government,Secondary,School Single Entity,Individual Reporting,https://queanbeyan-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,972,34,37,32,22,9,53,59.6,15,18.5,562,240,322,561.8,14,24,76,0
2022,42915,50279,10279,Yass High School,Yass,NSW,2582,Government,Secondary,School Single Entity,Individual Reporting,https://yass-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,996,45,31,32,22,15,44,47.5,9,13.7,499,235,264,498.7,11,4,96,0
2022,42916,50060,10060,Moruya High School,Moruya,NSW,2537,Government,Secondary,School Single Entity,Individual Reporting,http://www.moruya-h.schools.nsw.edu.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,937,20,46,31,16,7,49,57.1,16,17.5,427,194,233,426.8,17,8,92,0
2022,42917,50247,10247,Moss Vale High School,Moss Vale,NSW,2577,Government,Secondary,School Single Entity,Individual Reporting,https://mossvale-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,1007,50,31,33,24,12,54,61.1,18,15.7,748,386,362,747.8,4,9,91,0
2022,42918,46435,6435,Woonona High School,Woonona,NSW,2517,Government,Secondary,School Single Entity,Individual Reporting,https://woonona-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,1027,59,22,33,27,18,59,66.8,14,15.4,894,430,464,892.2,6,8,92,0
2022,42919,46503,6503,Warilla High School,Barrack Heights,NSW,2528,Government,Secondary,School Single Entity,Individual Reporting,https://warilla-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,965,31,44,32,17,7,83,91.3,24,21.2,1209,565,644,1209,8,18,82,0
2022,42920,46500,6500,Bomaderry High School,Bomaderry,NSW,2541,Government,Secondary,School Single Entity,Individual Reporting,https://bomaderry-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,951,25,44,30,17,9,70,68.4,20,21.7,680,349,331,679.6,17,8,92,0
2022,42921,50012,10012,Figtree High School,Figtree,NSW,2525,Government,Secondary,School Single Entity,Individual Reporting,https://figtree-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,1002,48,34,29,22,14,72,76,23,19.8,918,454,464,917,5,24,76,0
2022,42922,46388,6388,Crookwell High School,Crookwell,NSW,2583,Government,Secondary,School Single Entity,Individual Reporting,https://crookwell-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,951,25,51,31,14,4,23,27.1,9,8.8,213,112,101,213,7,1,99,0
2022,42923,50263,10263,Mulwaree High School,Goulburn,NSW,2580,Government,Secondary,School Single Entity,Individual Reporting,https://mulwaree-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,955,27,48,28,17,7,57,68.5,23,17,885,428,457,885,9,6,94,0
2022,42924,46501,6501,Lake Illawarra High School,Lake Illawarra,NSW,2528,Government,Secondary,School Single Entity,Individual Reporting,https://lakeillawa-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,890,9,65,24,9,2,50,52.9,19,17.1,549,249,300,547.8,22,8,92,0
2022,42925,46370,6370,Warrawong High School,Warrawong,NSW,2502,Government,Secondary,School Single Entity,Individual Reporting,http://www.warrawong-h.schools.nsw.edu.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,899,10,67,21,9,3,51,59.6,19,19.6,532,256,276,532,13,43,57,0
2022,42926,46374,6374,Bombala High School,Bombala,NSW,2632,Government,Secondary,School Single Entity,Individual Reporting,https://bombala-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Outer Regional,940,21,57,27,10,6,16,20.5,11,7.4,135,68,67,135,9,1,99,0
2022,42927,50193,10193,Eden Marine High School,Eden,NSW,2551,Government,Secondary,School Single Entity,Individual Reporting,https://edenmarine-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Outer Regional,946,23,48,31,14,6,49,52.6,17,14.5,563,253,310,561.2,12,5,95,0
2022,42928,46367,6367,Kanahooka High School,Kanahooka,NSW,2530,Government,Secondary,School Single Entity,Individual Reporting,https://kanahooka-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,908,12,61,26,9,3,58,61.9,21,19.3,605,279,326,602.5,19,7,93,0
2022,42929,50063,10063,Ulladulla High School,Ulladulla,NSW,2539,Government,Secondary,School Single Entity,Individual Reporting,https://ulladulla-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,988,41,36,32,20,11,92,98.2,31,27.8,1210,621,589,1208.2,7,7,93,0
2022,42930,46375,6375,Karabar High School,Queanbeyan,NSW,2620,Government,Secondary,School Single Entity,Individual Reporting,http://www.karabarhigh.com.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,1003,48,30,31,23,16,66,79.4,21,20.8,986,484,502,986,9,16,84,0
2022,42931,46376,6376,Narooma High School,Narooma,NSW,2546,Government,Secondary,School Single Entity,Individual Reporting,https://narooma-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Outer Regional,953,26,44,29,17,10,42,52.6,16,17.1,494,220,274,493.8,16,4,96,0
2022,42932,50008,10008,Keira High School,Fairy Meadow,NSW,2519,Government,Secondary,School Single Entity,Individual Reporting,https://keira-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,982,38,40,27,20,13,63,66.6,21,15.5,806,387,419,804.2,4,36,64,0
2022,42933,46369,6369,Smiths Hill High School,Wollongong,NSW,2500,Government,Secondary,School Single Entity,Individual Reporting,https://smithshill-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,1192,99,2,8,20,71,50,53.9,12,10.7,725,320,405,724.4,1,38,62,0
2022,42934,46389,6389,Shoalhaven High School,Nowra,NSW,2541,Government,Secondary,School Single Entity,Individual Reporting,https://shoalhaven-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,864,6,70,20,8,2,51,62.8,25,21.9,628,293,335,628,31,3,97,0
2022,42935,54942,14942,Batemans Bay High School,Batehaven,NSW,2536,Government,Secondary,School Single Entity,Individual Reporting,https://batemansba-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,911,13,56,28,12,4,64,70,21,20.7,661,316,345,661,25,6,94,0
2022,42936,54950,14950,Albion Park High School,Albion Park,NSW,2527,Government,Secondary,School Single Entity,Individual Reporting,https://albionpk-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,972,34,44,33,16,7,73,81.6,22,24.8,983,477,506,983,9,6,94,0
2022,42937,54663,14663,Vincentia High School,Vincentia,NSW,2540,Government,Secondary,School Single Entity,Individual Reporting,http://www.vincentia-h.schools.nsw.edu.au,Department of Education NSW,https://education.nsw.gov.au/,7-12,Inner Regional,932,19,52,29,14,5,86,95.2,31,31,967,464,503,966.6,19,6,94,0
2022,42938,49990,9990,Bulli High School,Bulli,NSW,2516,Government,Secondary,School Single Entity,Individual Reporting,https://bulli-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,1053,70,17,27,28,28,65,71.9,18,17.2,1011,465,546,1010.8,4,11,89,0
2022,42939,46502,6502,Oak Flats High School,Oak Flats,NSW,2529,Government,Secondary,School Single Entity,Individual Reporting,https://oakflats-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-12,Major Cities,928,17,56,30,11,2,58,64.9,22,19.9,640,292,348,638.2,14,10,90,0
2022,42940,51109,11109,Alma Public School,Broken Hill,NSW,2880,Government,Primary,School Single Entity,Individual Reporting,https://alma-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,P-6,Outer Regional,860,5,68,21,8,2,24,22.7,9,7.5,257,122,135,257,36,2,98,0
2022,42941,51039,11039,Ballimore Public School,Ballimore,NSW,2830,Government,Primary,School Single Entity,Individual Reporting,https://ballimore-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,917,14,43,36,19,3,1,1.5,1,1,14,7,7,14,36,0,100,0
2022,42942,46402,6402,Baradine Central School,Baradine,NSW,2396,Government,Combined,School Single Entity,Individual Reporting,https://baradine-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-12,Remote,797,3,77,17,4,1,13,16.1,10,5.4,119,64,55,119,55,0,100,0
2022,42943,50975,10975,Bathurst Public School,Bathurst,NSW,2795,Government,Primary,School Single Entity,Individual Reporting,https://bathurst-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,999,46,31,27,24,18,36,38.9,8,8.8,477,224,253,477,12,15,85,0
2022,42944,51098,11098,Bedgerabong Public School,Bedgerabong,NSW,2871,Government,Primary,School Single Entity,Individual Reporting,https://bedgerebon-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,979,37,37,38,24,1,3,2.9,4,2.9,41,22,19,41,2,15,85,0
2022,42945,56165,16165,Binnaway Central School,Binnaway,NSW,2395,Government,Combined,School Single Entity,Individual Reporting,https://binnaway-c.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-12,Outer Regional,821,3,84,13,3,0,7,9.3,4,3.5,58,24,34,58,26,5,95,0
2022,42946,50999,10999,Blayney Public School,Blayney,NSW,2799,Government,Primary,School Single Entity,Individual Reporting,https://blayney-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,941,22,48,29,16,6,17,21.9,5,5.6,302,139,163,302,16,1,99,0
2022,42947,51105,11105,Bogan Gate Public School,Bogan Gate,NSW,2876,Government,Primary,School Single Entity,Individual Reporting,https://bogangate-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,790,3,95,5,0,0,2,2.6,3,0.8,12,7,5,12,42,0,100,0
2022,42948,51062,11062,Bourke Public School,Bourke,NSW,2840,Government,Primary,School Single Entity,Individual Reporting,https://bourke-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Remote,676,1,84,11,5,1,24,23.8,9,8.5,159,77,82,159,86,4,96,0
2022,42949,46450,6450,Brewarrina Central School,Brewarrina,NSW,2839,Government,Combined,School Single Entity,Individual Reporting,https://brewarrina-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-12,Very Remote,652,0,89,8,3,0,13,19,7,8.5,138,53,85,138,97,5,95,0
2022,42950,51111,11111,Broken Hill Public School,Broken Hill,NSW,2880,Government,Primary,School Single Entity,Individual Reporting,https://brokenhill-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,P-6,Outer Regional,897,10,56,22,14,8,15,15.4,6,3.4,170,96,74,170,28,6,94,0
2022,42951,51110,11110,Broken Hill North Public School,Broken Hill,NSW,2880,Government,Primary,School Single Entity,Individual Reporting,https://brokenhiln-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,850,5,69,19,9,4,17,21.2,8,8.1,254,113,141,254,36,5,95,0
2022,42952,51112,11112,Burke Ward Public School,Broken Hill,NSW,2880,Government,Primary,School Single Entity,Individual Reporting,https://burkeward-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,871,6,68,21,8,3,16,21.6,7,7,192,96,96,192,29,3,97,0
2022,42954,51004,11004,Canobolas Public School,Orange,NSW,2800,Government,Primary,School Single Entity,Individual Reporting,https://canobolas-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,1089,82,11,24,25,40,7,7.2,3,1.7,134,66,68,134,3,5,95,0
2022,42955,51069,11069,Capertee Public School,Capertee,NSW,2846,Government,Primary,School Single Entity,Individual Reporting,https://capertee-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,997,45,28,45,25,3,1,1.6,1,0.8,8,5,3,8,0,13,88,0
2022,42956,51025,11025,Caragabal Public School,Caragabal,NSW,2810,Government,Primary,School Single Entity,Individual Reporting,https://caragabal-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,998,46,30,24,23,23,1,2.8,2,0.9,23,13,10,23,9,0,100,0
2022,42957,50966,10966,Carcoar Public School,Carcoar,NSW,2791,Government,Primary,School Single Entity,Individual Reporting,https://carcoar-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,915,14,60,34,6,0,1,1.6,2,0.8,16,9,7,16,13,0,100,0
2022,42958,51005,11005,Cargo Public School,Cargo,NSW,2800,Government,Primary,School Single Entity,Individual Reporting,https://cargo-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,879,7,86,12,2,0,2,2.7,2,0.9,26,11,15,26,12,0,100,0
2022,42959,51046,11046,Carinda Public School,Carinda,NSW,2831,Government,Primary,School Single Entity,Individual Reporting,https://carinda-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Remote,1052,69,14,26,40,20,1,1.5,1,1,11,4,7,11,0,10,90,0
2022,42960,51059,11059,Cobar Public School,Cobar,NSW,2835,Government,Primary,School Single Entity,Individual Reporting,https://cobar-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Remote,845,4,66,21,10,3,13,17.2,7,4.5,218,118,100,218,38,9,91,0
2022,42961,51106,11106,Condobolin Public School,Condobolin,NSW,2877,Government,Primary,School Single Entity,Individual Reporting,https://condobolin-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,878,7,55,23,15,7,20,21.4,11,6.9,287,139,148,287,43,4,96,0
2022,42962,50960,10960,Cooerwull Public School,Lithgow,NSW,2790,Government,Primary,School Single Entity,Individual Reporting,https://cooerwull-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,922,15,55,27,15,4,26,28.7,6,6.6,383,193,190,383,21,6,94,0
2022,42963,51066,11066,Coolah Central School,Coolah,NSW,2843,Government,Combined,School Single Entity,Individual Reporting,https://coolah-c.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-12,Outer Regional,900,10,58,25,11,6,18,24.7,8,8.6,187,91,96,187,25,2,98,0
2022,42964,49392,9392,Coonabarabran Public School,Coonabarabran,NSW,2357,Government,Primary,School Single Entity,Individual Reporting,https://coonabarab-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,854,5,63,24,11,3,19,21,7,5.9,215,93,122,215,40,3,97,0
2022,42965,51038,11038,Coonamble Public School,Coonamble,NSW,2829,Government,Primary,School Single Entity,Individual Reporting,https://coonamble-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,P-6,Remote,713,1,82,12,5,1,16,19.9,14,9.7,211,104,107,211,86,1,99,0
2022,42966,50971,10971,Cowra Public School,Cowra,NSW,2794,Government,Primary,School Single Entity,Individual Reporting,https://cowra-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,907,12,57,25,14,5,27,31.3,7,8.1,394,198,196,394,26,5,95,0
2022,42967,44959,4959,Buronga Public School,Buronga,NSW,2739,Government,Primary,School Single Entity,Individual Reporting,https://buronga-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,826,3,71,21,7,2,10,8.1,2,2.6,80,37,43,80,44,6,94,0
2022,42968,51087,11087,Cudal Public School,Cudal,NSW,2864,Government,Primary,School Single Entity,Individual Reporting,https://cudal-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,997,45,33,38,19,9,2,5,2,1.5,72,27,45,72,3,0,100,0
2022,42969,50961,10961,Cullen Bullen Public School,Cullen Bullen,NSW,2790,Government,Primary,School Single Entity,Individual Reporting,https://cullenbull-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,804,3,79,17,4,0,2,3.1,1,0.7,13,7,6,13,62,7,93,0
2022,42970,51091,11091,Cumnock Public School,Cumnock,NSW,2867,Government,Primary,School Single Entity,Individual Reporting,https://cumnock-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,959,28,48,27,18,7,3,3.7,2,1.5,48,20,28,48,13,0,100,0
2022,42971,50643,10643,Dareton Public School,Dareton,NSW,2717,Government,Primary,School Single Entity,Individual Reporting,https://dareton-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,622,0,88,11,0,1,8,8.8,5,3.7,60,28,32,60,97,6,94,0
2022,42972,51041,11041,Dubbo Public School,Dubbo,NSW,2830,Government,Primary,School Single Entity,Individual Reporting,https://dubbo-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,987,41,27,29,27,17,43,48.1,9,7,550,284,266,550,25,12,88,0
2022,42973,51040,11040,Dubbo North Public School,Dubbo,NSW,2830,Government,Primary,School Single Entity,Individual Reporting,https://dubbonorth-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,844,4,66,21,10,3,19,20.2,9,6.5,283,123,160,283,53,3,97,0
2022,42974,51067,11067,Dunedoo Central School,Dunedoo,NSW,2844,Government,Combined,School Single Entity,Individual Reporting,https://dunedoo-c.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-12,Outer Regional,904,11,57,24,14,5,14,19.1,6,5.9,167,87,80,167,22,1,99,0
2022,42975,51043,11043,Dubbo South Public School,Dubbo,NSW,2830,Government,Primary,School Single Entity,Individual Reporting,https://dubbosouth-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,917,14,46,27,19,8,36,41.5,12,10.3,554,280,274,554,34,8,92,0
2022,42976,54951,14951,Eglinton Public School,Eglinton,NSW,2795,Government,Primary,School Single Entity,Individual Reporting,https://eglinton-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,985,40,34,34,21,12,24,25,7,7.3,416,200,216,416,12,6,94,0
2022,42978,51021,11021,Eugowra Public School,Eugowra,NSW,2806,Government,Primary,School Single Entity,Individual Reporting,https://eugowra-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,928,17,53,30,14,2,2,2.8,1,0.9,29,12,17,29,14,0,100,0
2022,42979,51048,11048,Eumungerie Public School,Eumungerie,NSW,2822,Government,Primary,School Single Entity,Individual Reporting,https://eumungerie-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,895,10,58,37,5,0,3,1.6,4,1,12,5,7,12,33,25,75,0
2022,42980,50677,10677,Euston Public School,Euston,NSW,2737,Government,Primary,School Single Entity,Individual Reporting,https://euston-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,935,20,56,32,9,3,7,6.4,2,1.6,107,51,56,107,7,33,67,0
